query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_5539_1969_03,plywood for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,plywood used for roofing,subtype_application,specific,product_subtype;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_04,Supply board meeting Indian Standard requirements for roofing; timber,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,roofing; timber,tender_sentence,specific,canonical_product;application;material,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_05,"Need the Indian Standard covering PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",natural_language,specific,title,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_06,"board, roofing",IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",board,roofing,boq_short,general_but_sufficient,canonical_product;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_07,bamboo mat board for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",bamboo mat board,roofing,alias,general_but_sufficient,product_aliases;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_08,boards for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",boards,roofing,alias,general_but_sufficient,product_aliases;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5539_1969_09,coir board for roofing,IS 5539: 1969,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",coir board,roofing,alias,general_but_sufficient,product_aliases;application,IS 4990: 1993;IS 5509: 2000;IS 3308: 1981;IS 2525: 1982,generated_from_metadata,
fcq_is_5624_1993_01,FOUNDATION BOLTS standard,IS 5624: 1993,FOUNDATION BOLTS,bolt,FOUNDATION BOLTS,product_only,specific,primary_subject,IS 6639: 1972;IS 3468: 1991;IS 3818: 1992;IS 702: 1988,generated_from_metadata,
fcq_is_5624_1993_02,Need the Indian Standard covering FOUNDATION BOLTS,IS 5624: 1993,FOUNDATION BOLTS,bolt,FOUNDATION BOLTS,natural_language,specific,title,IS 6639: 1972;IS 3468: 1991;IS 3818: 1992;IS 702: 1988,generated_from_metadata,
fcq_is_5751_1984_01,PRECAST CONCRETE COPING BLOCKS standard,IS 5751: 1984,PRECAST CONCRETE COPING BLOCKS,block,PRECAST CONCRETE COPING BLOCKS,product_only,specific,primary_subject,IS 9893: 1981;IS 2185 (Part 1): 1979;IS 6452: 1989;IS 12234: 1988,generated_from_metadata,
fcq_is_5751_1984_02,Need the Indian Standard covering PRECAST CONCRETE COPING BLOCKS,IS 5751: 1984,PRECAST CONCRETE COPING BLOCKS,block,PRECAST CONCRETE COPING BLOCKS,natural_language,specific,title,IS 9893: 1981;IS 2185 (Part 1): 1979;IS 6452: 1989;IS 12234: 1988,generated_from_metadata,
fcq_is_5758_1984_01,PRECAST CONCRETE KERBS standard,IS 5758: 1984,PRECAST CONCRETE KERBS,channel,PRECAST CONCRETE KERBS,product_only,specific,primary_subject,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5758_1984_02,concrete channel,IS 5758: 1984,PRECAST CONCRETE KERBS,channel,concrete construction or composition,product_material,specific,canonical_product;material,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5758_1984_03,Supply channel meeting Indian Standard requirements for concrete,IS 5758: 1984,PRECAST CONCRETE KERBS,channel,concrete,tender_sentence,specific,canonical_product;material,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5758_1984_04,Need the Indian Standard covering PRECAST CONCRETE KERBS,IS 5758: 1984,PRECAST CONCRETE KERBS,channel,PRECAST CONCRETE KERBS,natural_language,specific,title,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5758_1984_05,channels for concrete,IS 5758: 1984,PRECAST CONCRETE KERBS,channels,concrete,alias,general_but_sufficient,product_aliases;material,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5758_1984_06,l-panel for concrete,IS 5758: 1984,PRECAST CONCRETE KERBS,l-panel,concrete,alias,general_but_sufficient,product_aliases;material,IS 3921: 1985;IS 14201: 1994;IS 383: 1970;IS 10360: 1982,generated_from_metadata,
fcq_is_5779_1986_01,BURNT CLAY SOLING BRICKS standard,IS 5779: 1986,BURNT CLAY SOLING BRICKS,brick,BURNT CLAY SOLING BRICKS,product_only,specific,primary_subject,IS 2222: 1991;IS 2180: 1988;IS 10360: 1982;IS 1128: 1974,generated_from_metadata,
fcq_is_5779_1986_02,Need the Indian Standard covering BURNT CLAY SOLING BRICKS,IS 5779: 1986,BURNT CLAY SOLING BRICKS,brick,BURNT CLAY SOLING BRICKS,natural_language,specific,title,IS 2222: 1991;IS 2180: 1988;IS 10360: 1982;IS 1128: 1974,generated_from_metadata,
fcq_is_5897_1985_01,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS standard,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,rod,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,product_only,specific,primary_subject,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_02,aluminium rod,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,rod,aluminium construction or composition,product_material,specific,canonical_product;material,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_03,Supply rod meeting Indian Standard requirements for aluminium,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,rod,aluminium,tender_sentence,specific,canonical_product;material,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_04,Need the Indian Standard covering ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,rod,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,natural_language,specific,title,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_05,filler rod for aluminium,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,filler rod,aluminium,alias,general_but_sufficient,product_aliases;material,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_06,filler rods for aluminium,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,filler rods,aluminium,alias,general_but_sufficient,product_aliases;material,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5897_1985_07,rods for aluminium,IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,rods,aluminium,alias,general_but_sufficient,product_aliases;material,IS 5898: 1970;IS 6560: 1996;IS 739: 1992;IS 4985: 2000,generated_from_metadata,
fcq_is_5898_1970_01,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES standard,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,rod,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,product_only,specific,primary_subject,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_02,steel rod,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,rod,steel construction or composition,product_material,specific,canonical_product;material,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_03,Supply rod meeting Indian Standard requirements for steel,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,rod,steel,tender_sentence,specific,canonical_product;material,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_04,Need the Indian Standard covering COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,rod,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,natural_language,specific,title,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_05,filler rod for steel,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,filler rod,steel,alias,general_but_sufficient,product_aliases;material,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_06,filler rods for steel,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,filler rods,steel,alias,general_but_sufficient,product_aliases;material,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5898_1970_07,rods for steel,IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,rods,steel,alias,general_but_sufficient,product_aliases;material,IS 5897: 1985;IS 6560: 1996;IS 12313: 1988;IS 8329: 2000,generated_from_metadata,
fcq_is_5899_1970_01,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2 standard",IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",latch,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2",product_only,specific,primary_subject,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_02,cast iron latch,IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",latch,cast iron construction or composition,product_material,specific,canonical_product;material,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_03,Supply latch meeting Indian Standard requirements for cast iron,IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",latch,cast iron,tender_sentence,specific,canonical_product;material,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_04,"Need the Indian Standard covering BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",latch,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",natural_language,specific,title,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_05,latches for cast iron,IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",latches,cast iron,alias,general_but_sufficient,product_aliases;material,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_06,rim latch for cast iron,IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",rim latch,cast iron,alias,general_but_sufficient,product_aliases;material,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5899_1970_07,rim latches for cast iron,IS 5899: 1970,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",rim latches,cast iron,alias,general_but_sufficient,product_aliases;material,IS 1019: 1974;IS 9106: 1979;IS 775: 1970;IS 5246: 2000,generated_from_metadata,
fcq_is_5930_1970_01,MORTICE LATCH standard,IS 5930: 1970,MORTICE LATCH,latch,MORTICE LATCH,product_only,specific,primary_subject,IS 3847: 1992;IS 1019: 1974;IS 3828: 1966;IS 212: 1983,generated_from_metadata,
fcq_is_5930_1970_02,Need the Indian Standard covering MORTICE LATCH,IS 5930: 1970,MORTICE LATCH,latch,MORTICE LATCH,natural_language,specific,title,IS 3847: 1992;IS 1019: 1974;IS 3828: 1966;IS 212: 1983,generated_from_metadata,
fcq_is_6056_1970_01,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline standard,IS 6056: 1970,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,timber,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,product_only,specific,primary_subject,IS 876: 1992;IS 2372: 2004;IS 13958: 1994;IS 1826: 1961,generated_from_metadata,
fcq_is_6056_1970_02,Need the Indian Standard covering JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,IS 6056: 1970,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,timber,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,natural_language,specific,title,IS 876: 1992;IS 2372: 2004;IS 13958: 1994;IS 1826: 1961,generated_from_metadata,
fcq_is_6113_1970_01,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as standard",IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",product_only,specific,primary_subject,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_02,bolt required to roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,required to roofing,product_function,specific,canonical_product;function,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_03,bolt for roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,for roofing,product_application,specific,canonical_product;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_04,aluminium bolt for roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,aluminium product for roofing,material_application,specific,canonical_product;material;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_05,Supply bolt meeting Indian Standard requirements for roofing; roofing; aluminium,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,roofing; roofing; aluminium,tender_sentence,specific,canonical_product;application;function;material,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_06,"Need the Indian Standard covering ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",natural_language,specific,title,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_07,"bolt, roofing",IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolt,roofing,boq_short,general_but_sufficient,canonical_product;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_08,bolts for roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",bolts,roofing,alias,general_but_sufficient,product_aliases;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_09,hexagon head bolt for roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",hexagon head bolt,roofing,alias,general_but_sufficient,product_aliases;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6113_1970_10,structural bolt for roofing,IS 6113: 1970,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",structural bolt,roofing,alias,general_but_sufficient,product_aliases;application,IS 8033: 1976;IS 8412: 1977;IS 12313: 1988;IS 3004: 1979,generated_from_metadata,
fcq_is_6163_1978_01,"CENTRIFUGALLY CAST (SPUN) IRON LOW PRESSURE PIPES FOR WATER, GAS AND SEWAGE standard",IS 6163: 1978,"CENTRIFUGALLY CAST (SPUN) IRON LOW PRESSURE PIPES FOR WATER, GAS AND SEWAGE",pipe,"CENTRIFUGALLY CAST (SPUN) IRON LOW PRESSURE PIPES FOR WATER, GAS AND SEWAGE",product_only,specific,primary_subject,IS 1536: 2001;IS 1538: 1993;IS 8329: 2000;IS 5897: 1985,generated_from_metadata,
fcq_is_6163_1978_02,cast iron pipe for potable water supply,IS 6163: 1978,"CENTRIFUGALLY CAST (SPUN) IRON LOW PRESSURE PIPES FOR WATER, GAS AND SEWAGE",pipe,cast iron product for potable water supply,material_application,specific,canonical_product;material;application,IS 1536: 2001;IS 1538: 1993;IS 8329: 2000;IS 5897: 1985,generated_from_metadata,
